Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Critic_Score,User_Score,Rating
Mega Man Zero,GBA,2002,Platform,Capcom,0.22,0.08,0.24,82.0,8.9,E
Resident Evil: Revelations 2,PS4,2015,Action,Capcom,0.13,0.24,0.1,75.0,7.7,M
Star Wars: Dark Forces,PS,1996,Shooter,LucasArts,0.31,0.21,0.0,72.0,7.5,
LEGO Dimensions,PS3,2015,Action,Warner Bros. Interactive Entertainment,0.17,0.3,0.0,72.0,6.4,
NBA 2K8,PS3,2007,Sports,Take-Two Interactive,0.5,0.01,0.0,81.0,6.8,E
Rayman Origins,Wii,2011,Platform,Ubisoft,0.21,0.27,0.0,92.0,8.3,E10+
The Amazing Spider-Man 2 (2014),PS4,2014,Action,Activision,0.2,0.25,0.02,72.0,7.5,
SD Gundam G Generation Zero,PS,1999,Strategy,Namco Bandai Games,0.0,0.0,0.51,72.0,7.5,
Assassin's Creed: Unity,PC,2014,Action,Ubisoft,0.18,0.33,0.0,70.0,3.0,M
MX vs. ATV: Alive,X360,2011,Racing,THQ,0.37,0.13,0.0,63.0,7.2,E
Super Robot Taisen F,SAT,1997,Strategy,Banpresto,0.0,0.0,0.55,72.0,7.5,
Shrek 2,XB,2004,Platform,Activision,0.4,0.13,0.0,72.0,8.4,E
Purr Pals,DS,2007,Simulation,THQ,0.18,0.35,0.0,67.0,6.8,E
Assassin's Creed II,PC,2010,Action,Ubisoft,0.01,0.45,0.0,86.0,6.9,M
Soccer Tsuku 2002: J-League Pro Soccer Club o Tsukurou!,PS2,2002,Sports,Sega,0.0,0.0,0.55,72.0,7.5,
Secret Agent Clank(US sales),PSP,2008,Platform,Sony Computer Entertainment,0.33,0.22,0.0,72.0,7.5,
SpongeBob SquarePants: SuperSponge,GBA,2001,Action,THQ,0.39,0.15,0.0,72.0,7.5,
Super Robot Taisen F Kanketsuhen,SAT,1998,Strategy,Banpresto,0.0,0.0,0.55,72.0,7.5,
Tak and the Power of Juju,GBA,2003,Platform,THQ,0.39,0.15,0.0,79.0,9.2,E
Madagascar: Escape 2 Africa,Wii,2008,Action,Activision,0.31,0.18,0.0,72.0,7.5,
Lips: Number One Hits,X360,2009,Misc,Microsoft Game Studios,0.15,0.34,0.0,70.0,7.6,T
Mortal Kombat 3,PS,1995,Fighting,Sony Computer Entertainment,0.29,0.2,0.02,72.0,7.5,
Star Wars Battlefront (2015),PC,2015,Shooter,Electronic Arts,0.13,0.38,0.0,72.0,7.5,
Turok: Evolution,XB,2002,Shooter,Acclaim Entertainment,0.39,0.14,0.0,68.0,6.7,M
Grease,Wii,2010,Misc,505 Games,0.26,0.24,0.0,72.0,7.5,
Jak X: Combat Racing,PS2,2005,Racing,Sony Computer Entertainment,0.45,0.02,0.0,76.0,7.7,T
Donkey Kong Jungle Climber,DS,2007,Platform,Nintendo,0.25,0.03,0.24,72.0,7.5,
American Idol,PS2,2003,Misc,Codemasters,0.27,0.21,0.0,41.0,4.8,E
Top Gun: Fire at Will!,PS,1996,Misc,Microprose,0.3,0.21,0.0,72.0,7.5,
Red Dead Revolver,XB,2004,Shooter,Take-Two Interactive,0.4,0.12,0.0,74.0,8.5,M
CrossworDS,DS,2008,Puzzle,Deep Silver,0.5,0.0,0.0,67.0,6.8,E
Viva Pinata: Pocket Paradise,DS,2008,Simulation,THQ,0.26,0.23,0.0,82.0,7.1,E
Sly Cooper: Thieves in Time,PS3,2013,Platform,Sony Computer Entertainment Europe,0.35,0.12,0.0,75.0,8.3,E10+
Iron Man,PS2,2008,Action,Sega,0.36,0.0,0.0,47.0,5.6,T
SingStar Summer Party,PS2,2008,Misc,Sony Computer Entertainment,0.0,0.06,0.0,72.0,7.5,
Spec Ops: The Line,PS3,2012,Shooter,Take-Two Interactive,0.19,0.23,0.04,77.0,8.0,M
The SpongeBob SquarePants Movie,XB,2004,Platform,THQ,0.4,0.12,0.0,74.0,8.5,E
NHL 14,PS3,2013,Sports,Electronic Arts,0.28,0.17,0.0,80.0,6.0,E10+
F1 2013,PS3,2013,Racing,Codemasters,0.01,0.42,0.03,77.0,6.3,E
FIFA Soccer 07,XB,2006,Sports,Electronic Arts,0.16,0.35,0.0,72.0,7.5,
Gekikuukan Pro Yakyuu: At the End of the Century 1999,PS2,2000,Sports,SquareSoft,0.0,0.0,0.54,72.0,7.5,
Legends of WrestleMania,PS3,2009,Fighting,THQ,0.3,0.16,0.0,70.0,6.5,T
Tiger Woods PGA Tour 08,X360,2007,Sports,Electronic Arts,0.49,0.02,0.0,80.0,7.8,E
Medarot 2: Kabuto / Kuwagata Version,GB,1999,Role-Playing,Imagineer,0.0,0.0,0.54,72.0,7.5,
Dance Dance Revolution Ultramix,XB,2003,Simulation,Konami Digital Entertainment,0.42,0.11,0.0,82.0,8.8,E
Crash Tag Team Racing,PS2,2005,Racing,Vivendi Games,0.27,0.21,0.0,66.0,7.0,E10+
Front Mission 4,PS2,2003,Strategy,Square Enix,0.14,0.11,0.25,75.0,8.6,T
The Fairly Odd Parents: Breakin' Da Rules,GBA,2003,Platform,THQ,0.39,0.14,0.0,72.0,7.5,
Rayman Origins,PSV,2012,Platform,Ubisoft,0.12,0.33,0.0,88.0,8.4,E10+
Ninokuni: Shikkoku no Madoushi,DS,2010,Role-Playing,Level 5,0.0,0.0,0.54,72.0,7.5,
F.E.A.R.,PS3,2007,Shooter,Vivendi Games,0.18,0.26,0.0,72.0,7.4,M
Enslaved: Odyssey to the West,X360,2010,Action,Namco Bandai Games,0.3,0.19,0.0,82.0,7.8,T
SRS: Street Racing Syndicate,PS2,2004,Racing,Namco Bandai Games,0.26,0.21,0.0,72.0,7.5,
Dragon Ball Z: Shin Budokai,PSP,2006,Fighting,Atari,0.26,0.08,0.13,70.0,8.1,T
Tiger Woods PGA Tour 13,PS3,2012,Sports,Electronic Arts,0.24,0.21,0.0,75.0,5.7,E
Dynasty Warriors: Gundam 3,PS3,2010,Action,Tecmo Koei,0.11,0.04,0.36,58.0,7.5,T
Def Jam: Fight for NY,XB,2007,Fighting,Electronic Arts,0.43,0.1,0.0,84.0,8.5,M
Action Force,2600,1982,Action,CPG Products,0.5,0.03,0.0,72.0,7.5,
FIFA 99,N64,1998,Sports,Electronic Arts,0.11,0.39,0.0,72.0,7.5,
Gauntlet Legends,N64,1999,Action,Midway Games,0.43,0.1,0.0,72.0,7.5,
Kidou Senshi Gundam: Extreme VS,PS3,2011,Fighting,Namco Bandai Games,0.0,0.0,0.54,72.0,7.5,
System 3 presents Ferrari Challenge Trofeo Pirelli,Wii,2008,Racing,System 3 Arcade Software,0.07,0.4,0.0,72.0,7.5,
Tony Hawk: Shred,Wii,2010,Sports,Activision,0.39,0.11,0.0,72.0,7.0,E
Tiger Woods PGA Tour 11,Wii,2010,Sports,Electronic Arts,0.23,0.25,0.0,84.0,8.3,E
NBA Live 10,PS3,2009,Sports,Electronic Arts,0.46,0.02,0.01,81.0,7.5,E
Metro 2033,X360,2010,Shooter,THQ,0.22,0.23,0.03,77.0,7.9,M
Bust A Groove,PS,1998,Misc,Sony Computer Entertainment,0.09,0.06,0.35,72.0,7.5,
Fire Emblem: Path of Radiance,GC,2005,Action,Nintendo,0.29,0.08,0.16,85.0,8.9,T
Dragon Quest Characters: Torneko no Daibouken 3: Fushigi no Dungeon,PS2,2002,Role-Playing,Enix Corporation,0.0,0.0,0.54,72.0,7.5,
Hotel Dusk: Room 215,DS,2007,Adventure,Nintendo,0.26,0.04,0.22,78.0,8.6,T
Final Fantasy Explorers,3DS,2014,Role-Playing,Square Enix,0.16,0.07,0.28,69.0,7.0,E10+
Pachi-Slot Aruze Oukoku 2,PS,1999,Misc,Aruze Corp,0.0,0.0,0.5,72.0,7.5,
Bratz: Rock Angelz,GBA,2004,Misc,THQ,0.39,0.14,0.0,72.0,7.5,E
SSX Tricky,GC,2001,Sports,Electronic Arts,0.42,0.11,0.0,87.0,8.6,E
Greg Hastings' Tournament Paintball,XB,2004,Shooter,Activision,0.46,0.06,0.0,74.0,9.2,T
World Soccer Winning Eleven 7 International (JP version),PS2,2004,Sports,Konami Digital Entertainment,0.0,0.0,0.54,72.0,7.5,
ESPN NBA Basketball,PS2,2003,Sports,Sega,0.26,0.21,0.0,89.0,8.4,E
Dragon Ball Z: Ultimate Tenkaichi,X360,2011,Fighting,Namco Bandai Games,0.39,0.1,0.01,55.0,5.8,T
Sacred 2: Fallen Angel,X360,2009,Role-Playing,Deep Silver,0.29,0.16,0.04,71.0,7.3,M
Two Worlds II,X360,2011,Role-Playing,Unknown,0.4,0.07,0.03,67.0,6.6,M
Over the Hedge,PS2,2006,Platform,Activision,0.45,0.02,0.0,58.0,8.6,E10+
Mat Hoffman's Pro BMX,PS,2001,Sports,Activision,0.3,0.2,0.0,80.0,8.6,E
Let's Draw!,DS,2008,Misc,Ubisoft,0.24,0.23,0.0,72.0,7.5,
NHL 14,X360,2013,Sports,Electronic Arts,0.4,0.09,0.0,81.0,5.9,E10+
Popeye,2600,1982,Platform,Parker Bros.,0.5,0.03,0.0,72.0,7.5,
The Hobbit,PS2,2003,Platform,Vivendi Games,0.26,0.2,0.0,59.0,8.6,E
War of the Monsters,PS2,2003,Fighting,Sony Computer Entertainment,0.26,0.2,0.0,80.0,8.9,T
Harry Potter and the Deathly Hallows - Part 1,Wii,2010,Action,Electronic Arts,0.22,0.27,0.0,41.0,5.0,T
NBA Street Vol. 2,GC,2007,Sports,Electronic Arts,0.41,0.11,0.0,88.0,8.1,E
The Incredible Hulk: Ultimate Destruction,PS2,2005,Action,Vivendi Games,0.26,0.2,0.0,83.0,8.7,T
Time Crisis: Razing Storm,PS3,2010,Shooter,Namco Bandai Games,0.18,0.2,0.07,58.0,5.9,T
Summer Sports: Paradise Island,Wii,2008,Sports,Ubisoft,0.48,0.01,0.0,46.0,4.6,E
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare",SAT,1998,Adventure,Sega,0.0,0.0,0.53,72.0,7.5,
Time Crisis II,PS2,2001,Shooter,Namco Bandai Games,0.26,0.2,0.0,81.0,7.9,T
Inazuma Eleven GO,3DS,2011,Role-Playing,Nintendo,0.0,0.05,0.48,72.0,7.5,
Clock Tower,PS,1996,Adventure,ASCII Entertainment,0.07,0.05,0.38,72.0,7.5,
NCAA March Madness 06,PS2,2005,Sports,Electronic Arts,0.45,0.02,0.0,78.0,9.1,E
LEGO Dimensions,WiiU,2015,Action,Warner Bros. Interactive Entertainment,0.3,0.18,0.0,62.0,6.5,E10+
Valkyria Chronicles II,PSP,2010,Role-Playing,Sega,0.12,0.15,0.18,83.0,8.1,T
Jampack Volume 11,PS2,2004,Misc,Sony Computer Entertainment,0.26,0.2,0.0,72.0,7.5,
Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,2010,Fighting,Capcom,0.3,0.15,0.03,85.0,8.8,T
Rune Factory: A Fantasy Harvest Moon,DS,2006,Role-Playing,Rising Star Games,0.35,0.01,0.14,78.0,8.1,E
Legacy of Kain: Defiance,PS2,2003,Action,Eidos Interactive,0.26,0.2,0.0,75.0,9.3,M
SpongeBob SquarePants: Game Boy Advance Video Volume 2,GBA,2004,Misc,,0.38,0.14,0.0,72.0,7.5,
NCAA March Madness 2005,PS2,2004,Sports,Electronic Arts,0.44,0.02,0.0,78.0,8.3,E
007 Racing,PS,2000,Racing,Electronic Arts,0.3,0.2,0.0,51.0,4.6,T
Tactics Ogre: Let Us Cling Together,PSP,2010,Role-Playing,Square Enix,0.15,0.07,0.27,87.0,8.8,T
Conflict: Vietnam,PS2,2004,Shooter,SCi,0.26,0.2,0.0,58.0,8.1,M
Dragon's Crown,PS3,2013,Role-Playing,Nippon Ichi Software,0.25,0.07,0.17,82.0,8.3,T
2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,XB,2004,Misc,Sega,0.4,0.11,0.0,72.0,7.5,
MLB SlugFest 20-04,PS2,2003,Sports,Midway Games,0.26,0.2,0.0,78.0,8.3,E
Gex 3: Deep Cover Gecko,PS,1999,Platform,Eidos Interactive,0.3,0.2,0.0,72.0,7.5,
NASCAR 09,PS2,2008,Racing,Electronic Arts,0.26,0.2,0.0,72.0,7.9,E
Blitz: The League,XB,2004,Sports,Midway Games,0.4,0.11,0.0,78.0,7.7,M
Manhunt 2,Wii,2007,Action,Take-Two Interactive,0.25,0.23,0.0,62.0,7.1,M
Just Dance 2015,XOne,2014,Misc,Ubisoft,0.35,0.13,0.0,70.0,7.5,E10+
Jampack Vol. 2,PS,1996,Misc,Sony Computer Entertainment,0.3,0.2,0.0,72.0,7.5,
The LEGO Movie Videogame,XOne,2014,Action,Warner Bros. Interactive Entertainment,0.35,0.13,0.0,69.0,6.9,E10+
Virtual Soccer,SNES,1993,Sports,Hudson Soft,0.0,0.0,0.53,72.0,7.5,
Overwatch,PC,2016,Shooter,Activision,0.25,0.24,0.0,91.0,6.8,T
Romance of the Three Kingdoms IV: Wall of Fire,SNES,1994,Strategy,Tecmo Koei,0.0,0.0,0.53,72.0,7.5,
Winning Post,SNES,1993,Sports,Tecmo Koei,0.0,0.0,0.53,72.0,7.5,
Peter Jackson's King Kong: The Official Game of the Movie,XB,2005,Action,Ubisoft,0.34,0.17,0.0,82.0,8.5,T
Burnout Revenge,XB,2005,Racing,Electronic Arts,0.32,0.19,0.0,89.0,8.4,E10+
Medal of Honor: European Assault,XB,2005,Shooter,Electronic Arts,0.32,0.19,0.0,72.0,7.0,T
Ty the Tasmanian Tiger 2: Bush Rescue,PS2,2004,Platform,Electronic Arts,0.26,0.2,0.0,71.0,8.2,E
The Lord of the Rings: The Fellowship of the Ring,XB,2002,Action,Universal Interactive,0.31,0.19,0.0,59.0,6.6,T
NBA 06,PS2,2005,Sports,Sony Computer Entertainment,0.26,0.2,0.0,63.0,6.3,E
Inazuma Eleven,DS,2008,Role-Playing,Nintendo,0.0,0.13,0.38,72.0,7.5,
Excite Truck,Wii,2006,Racing,Nintendo,0.39,0.03,0.08,72.0,8.4,E
Phoenix Wright: Ace Attorney - Justice for All,DS,2006,Adventure,Capcom,0.21,0.04,0.26,72.0,7.5,
Spider-Man,N64,2000,Action,Activision,0.43,0.09,0.0,72.0,7.5,
Magician's Quest: Mysterious Times,DS,2008,Role-Playing,Konami Digital Entertainment,0.04,0.01,0.48,69.0,7.6,E10+
X-Men Legends,GC,2004,Role-Playing,Activision,0.41,0.11,0.0,81.0,8.5,T
Mario & Sonic at the Rio 2016 Olympic Games,3DS,2016,Action,Nintendo,0.05,0.21,0.25,72.0,7.5,
G-Force,DS,2009,Action,Disney Interactive Studios,0.26,0.21,0.0,72.0,9.0,E10+
Front Mission 2,PS,1997,Strategy,SquareSoft,0.0,0.0,0.49,72.0,7.5,
StarCraft II: Legacy of the Void,PC,2015,Strategy,Activision,0.19,0.29,0.0,88.0,8.3,T
ModNation Racers,PSP,2010,Racing,Sony Computer Entertainment,0.11,0.26,0.02,73.0,7.7,E
LEGO Dimensions,X360,2015,Action,Warner Bros. Interactive Entertainment,0.26,0.23,0.0,72.0,6.1,
WWE SmackDown vs. Raw 2010,DS,2009,Fighting,THQ,0.35,0.13,0.0,75.0,8.3,T
Oni,PS2,2001,Action,Take-Two Interactive,0.26,0.2,0.0,69.0,7.8,T
Tom Clancy's Ghost Recon Advanced Warfighter 2,PSP,2007,Shooter,Ubisoft,0.35,0.09,0.0,61.0,6.4,T
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,Wii,2008,Action,THQ,0.49,0.0,0.0,47.0,5.4,E
Terminator Salvation,PS3,2009,Shooter,Warner Bros. Interactive Entertainment,0.13,0.28,0.01,43.0,3.9,T
The Lord of the Rings: The Two Towers,GC,2002,Action,Electronic Arts,0.41,0.11,0.0,82.0,8.7,T
Batman: Arkham City,PC,2011,Action,Warner Bros. Interactive Entertainment,0.16,0.28,0.0,91.0,8.6,T
Juiced,PS2,2005,Racing,THQ,0.26,0.2,0.0,68.0,7.7,T
The Warriors,PS2,2005,Action,Take-Two Interactive,0.44,0.02,0.0,84.0,8.5,M
J-League Soccer: Prime Goal 2,SNES,1994,Sports,Namco Bandai Games,0.0,0.0,0.53,72.0,7.5,
Star Fox Command,DS,2006,Shooter,Nintendo,0.38,0.01,0.1,76.0,7.3,E10+
Dragon Age: Inquisition,X360,2014,Role-Playing,Electronic Arts,0.36,0.12,0.0,72.0,5.1,M
Wayne Gretzky's 3D Hockey,N64,1996,Sports,Nintendo,0.49,0.03,0.0,72.0,7.5,
NASCAR 2000,N64,1999,Racing,Electronic Arts,0.49,0.03,0.0,72.0,7.5,
Pachi-Slot Aruze Oukoku 4,PS,2000,Misc,Aruze Corp,0.0,0.0,0.49,72.0,7.5,
Bulletstorm,PS3,2011,Shooter,Electronic Arts,0.23,0.2,0.01,83.0,7.7,M
Return to Castle Wolfenstein: Operation Resurrection,PS2,2003,Shooter,Activision,0.26,0.2,0.0,66.0,8.0,M
Mario Tennis: Power Tour,GBA,2005,Sports,Nintendo,0.24,0.09,0.19,81.0,8.0,E
Seaman,DC,1999,Simulation,Sega,0.0,0.0,0.52,82.0,8.4,T
The Grinch,PS,1999,Adventure,Konami Digital Entertainment,0.29,0.2,0.0,55.0,7.5,E
Tales of Symphonia,PS3,2013,Role-Playing,Namco Bandai Games,0.21,0.12,0.13,72.0,7.2,T
Michael Jackson: The Experience,PS3,2011,Misc,Ubisoft,0.25,0.19,0.0,66.0,8.4,E10+
Tales of Destiny,PS2,2006,Role-Playing,Namco Bandai Games,0.0,0.0,0.52,72.0,7.5,
Stuntman: Ignition,PS3,2007,Racing,THQ,0.17,0.26,0.0,76.0,6.2,T
Littlest Pet Shop 3: Biggest Stars - Blue / Pink / Purple Team,DS,2010,Simulation,Electronic Arts,0.49,0.0,0.0,72.0,7.5,
F.E.A.R. 2: Project Origin,X360,2009,Shooter,Warner Bros. Interactive Entertainment,0.32,0.15,0.0,77.0,8.0,M
Mystery Dungeon: Shiren the Wanderer,DS,2006,Role-Playing,Sega,0.17,0.0,0.33,69.0,8.2,E
GT Pro Series,Wii,2006,Racing,Ubisoft,0.46,0.01,0.02,41.0,4.0,E
Tiger Woods PGA Tour 11,X360,2010,Sports,Electronic Arts,0.28,0.19,0.0,79.0,7.8,E
The Golden Compass,PS2,2007,Action,Sega,0.13,0.0,0.0,46.0,5.2,E10+
Final Fantasy Chronicles,PS,2001,Role-Playing,Square,0.29,0.2,0.0,89.0,9.1,T
F1 2009,PSP,2009,Racing,Codemasters,0.08,0.29,0.0,68.0,7.2,E
Syphon Filter 3,PS,2001,Shooter,Sony Computer Entertainment,0.29,0.2,0.0,73.0,8.5,M
Metal Gear Solid 2: Substance,PS2,2002,Action,Konami Digital Entertainment,0.18,0.14,0.16,87.0,9.0,M
Tales of Symphonia: Dawn of the New World,Wii,2008,Role-Playing,Namco Bandai Games,0.21,0.04,0.24,68.0,7.1,T
NBA Live 08,X360,2007,Sports,Electronic Arts,0.47,0.0,0.0,73.0,5.3,E
We Love Katamari,PS2,2005,Puzzle,Electronic Arts,0.26,0.2,0.0,86.0,8.9,E
Sesame Street: Once Upon A Monster,X360,2011,Misc,Warner Bros. Interactive Entertainment,0.39,0.09,0.0,79.0,6.9,E
NCAA Football 2003,XB,2002,Sports,Electronic Arts,0.39,0.11,0.0,90.0,8.2,E
We Cheer,Wii,2008,Simulation,505 Games,0.47,0.0,0.0,56.0,7.3,E10+
Madden NFL 07,PS3,2006,Sports,Electronic Arts,0.47,0.0,0.01,76.0,4.2,E
LEGO Jurassic World,WiiU,2015,Action,Warner Bros. Interactive Entertainment,0.27,0.19,0.02,71.0,8.1,E10+
Mega Man 6,NES,1993,Platform,Capcom,0.28,0.07,0.16,72.0,7.5,
NBA Live 09,PS3,2008,Sports,Electronic Arts,0.46,0.0,0.02,75.0,7.8,E
FIFA 12,PSP,2011,Sports,Electronic Arts,0.12,0.25,0.02,72.0,7.5,
Mission: Impossible,PS,1999,Action,Infogrames,0.29,0.2,0.0,72.0,7.5,
Rory McIlroy PGA Tour,PS4,2015,Action,Electronic Arts,0.18,0.25,0.0,61.0,3.7,E
SingStar Dance,PS3,2010,Misc,Sony Computer Entertainment,0.09,0.31,0.0,65.0,3.9,T
Rival Schools: United By Fate,PS,1998,Fighting,Capcom,0.12,0.08,0.28,72.0,7.5,
Lords of the Fallen,PS4,2014,Role-Playing,Square Enix,0.18,0.24,0.02,68.0,6.6,M
J-League Pro Soccer Club o Tsukurou! 3,PS2,2003,Sports,Sega,0.0,0.0,0.52,72.0,7.5,
Tomb Raider: Legend,PS2,2006,Action,Eidos Interactive,0.25,0.19,0.02,82.0,7.1,T
Freedom Fighters,PS2,2003,Shooter,Electronic Arts,0.25,0.2,0.0,81.0,8.4,T
Silent Hill: Origins,PSP,2007,Action,Konami Digital Entertainment,0.22,0.15,0.04,78.0,7.8,M
Gun,XB,2005,Shooter,Activision,0.38,0.12,0.0,79.0,7.8,M
Fight Night Round 3,PSP,2006,Fighting,Electronic Arts,0.46,0.01,0.0,74.0,8.1,T
The Punisher,PS2,2005,Action,THQ,0.25,0.2,0.0,68.0,8.2,M
Kirby and the Rainbow Curse,WiiU,2015,Platform,Nintendo,0.22,0.13,0.12,73.0,8.0,E
Front Mission 3,PS,1999,Strategy,SquareSoft,0.1,0.07,0.31,72.0,7.5,
Kenkou Ouen Recipe 1000: DS Kondate Zenshuu,DS,2006,Misc,Nintendo,0.0,0.0,0.52,72.0,7.5,
SSX On Tour,PS2,2005,Sports,Electronic Arts,0.25,0.2,0.0,80.0,7.9,E
 Frozen: Olaf's Quest,DS,2013,Platform,Disney Interactive Studios,0.21,0.26,0.0,72.0,7.5,
Disgaea 3: Absence of Justice,PS3,2008,Role-Playing,Square Enix,0.33,0.03,0.11,78.0,7.5,T
Tony Hawk's Pro Skater 3,GBA,2002,Sports,Activision,0.37,0.14,0.0,90.0,8.0,E
Way of the Samurai 3,PS3,2008,Action,Gamebridge,0.18,0.08,0.22,58.0,7.9,M
The Sims 2: Open for Business,PC,2006,Simulation,Electronic Arts,0.46,0.05,0.0,78.0,8.6,T
Rune Factory 2: A Fantasy Harvest Moon,DS,2008,Role-Playing,Rising Star Games,0.32,0.03,0.15,77.0,7.9,E
Harry Potter and the Prisoner of Azkaban,GBA,2004,Action,Electronic Arts,0.37,0.14,0.0,69.0,8.1,E
Omega Boost,PS,1999,Shooter,Sony Computer Entertainment,0.17,0.11,0.2,72.0,7.5,
NFL 2K3,XB,2002,Sports,Sega,0.38,0.11,0.0,72.0,7.5,
Cars 2,PS3,2011,Racing,Disney Interactive Studios,0.22,0.21,0.0,72.0,7.5,
Go Diego Go! Safari Rescue,Wii,2008,Action,Take-Two Interactive,0.47,0.0,0.0,72.0,7.5,
SimAnimals,DS,2009,Simulation,Electronic Arts,0.26,0.2,0.0,70.0,7.5,E
NBA Live 2002,PS,2001,Sports,Electronic Arts,0.29,0.19,0.0,81.0,8.8,E
Jampack Winter 2002,PS2,2002,Misc,Sony Computer Entertainment,0.25,0.2,0.0,72.0,7.5,
LEGO Marvel Super Heroes,PSV,2013,Action,Warner Bros. Interactive Entertainment,0.11,0.29,0.0,72.0,7.5,
Way of the Samurai,PS2,2002,Action,Eidos Interactive,0.13,0.1,0.25,74.0,8.2,M
The 3rd Birthday,PSP,2010,Role-Playing,Square Enix,0.13,0.07,0.27,71.0,6.1,M
Sonic & All-Stars Racing Transformed,WiiU,2012,Racing,Sega,0.19,0.26,0.02,72.0,7.5,
Kung Fu Panda,PS3,2008,Action,Activision,0.21,0.21,0.0,76.0,7.3,E10+
Epic Mickey 2: The Power of Two,X360,2012,Action,Disney Interactive Studios,0.32,0.15,0.0,59.0,5.5,E
Fishing Derby,2600,2007,Sports,Activision,0.48,0.03,0.0,72.0,7.5,
Pac-Man Fever,PS2,2001,Misc,Sony Computer Entertainment,0.25,0.2,0.0,47.0,6.3,E
Spectrobes: Beyond the Portals,DS,2008,Role-Playing,Disney Interactive Studios,0.36,0.11,0.0,70.0,7.7,E10+
International Track & Field,PS,1996,Sports,Konami Digital Entertainment,0.08,0.05,0.35,72.0,7.5,
HSX HyperSonic.Xtreme,PS2,2002,Racing,Midas Interactive Entertainment,0.25,0.2,0.0,53.0,8.4,E
Lair,PS3,2007,Action,Sony Computer Entertainment,0.36,0.03,0.08,53.0,6.4,T
Madden NFL 2004,GC,2003,Sports,Electronic Arts,0.4,0.1,0.0,94.0,7.7,E
Jikkyou Powerful Pro Yakyuu 10,PS2,2003,Sports,Konami Digital Entertainment,0.0,0.0,0.51,72.0,7.5,
Summoner,PS2,2000,Role-Playing,THQ,0.25,0.2,0.0,74.0,7.8,T
Soul Sacrifice,PSV,2013,Role-Playing,Sony Computer Entertainment,0.15,0.08,0.22,77.0,8.2,M
Virtual Pool,PS,1997,Sports,Interplay,0.28,0.19,0.0,72.0,7.5,
DC Universe Online,PS3,2011,Role-Playing,Sony Online Entertainment,0.35,0.11,0.0,67.0,7.4,T
Jam With the Band,DS,2008,Misc,Nintendo,0.0,0.0,0.51,72.0,7.5,
NBA Live 07,PSP,2006,Sports,Electronic Arts,0.47,0.0,0.0,64.0,7.5,E
IL-2 Sturmovik: Birds of Prey,X360,2009,Simulation,505 Games,0.23,0.23,0.0,80.0,8.4,T
100 All-Time Favorites,DS,2009,Puzzle,Ubisoft,0.35,0.12,0.0,72.0,6.2,E
The Walking Dead: Survival Instinct,PS3,2013,Shooter,Activision,0.28,0.15,0.0,34.0,3.6,M
Major League Baseball 2K10,X360,2010,Sports,Take-Two Interactive,0.47,0.0,0.0,76.0,7.6,E
Alice in Wonderland,Wii,2010,Adventure,Disney Interactive Studios,0.25,0.21,0.0,69.0,7.4,E10+
Ratatouille,PS3,2007,Action,THQ,0.09,0.32,0.0,55.0,4.8,E
"SpongeBob SquarePants: Lights, Camera, Pants!",GBA,2005,Misc,THQ,0.37,0.14,0.0,72.0,7.5,
Wrecking Crew,NES,1985,Platform,Nintendo,0.0,0.0,0.51,72.0,7.5,
Rugrats: Scavenger Hunt,N64,1999,Misc,THQ,0.41,0.09,0.0,72.0,7.5,
International Superstar Soccer 2000 (All region sales),N64,1999,Sports,Konami Digital Entertainment,0.01,0.26,0.22,72.0,7.5,
NBA Live 2004,XB,2003,Sports,Electronic Arts,0.44,0.04,0.0,85.0,8.2,E
Iron Man,DS,2008,Action,Sega,0.35,0.12,0.0,56.0,7.0,E10+
Alien: Isolation,XOne,2014,Shooter,Sega,0.22,0.24,0.0,78.0,7.8,M
Dai-4-Ji Super Robot Taisen S,PS,1996,Strategy,Banpresto,0.0,0.0,0.48,72.0,7.5,
Pro Evolution Soccer 2010,Wii,2009,Sports,Konami Digital Entertainment,0.12,0.27,0.06,82.0,8.4,E
Disney's Kim Possible: Revenge of Monkey Fist,GBA,2002,Platform,THQ,0.37,0.14,0.0,62.0,8.8,E
Naruto Shippuden: Clash of Ninja Revolution 3,Wii,2009,Fighting,Nintendo,0.44,0.03,0.0,74.0,8.1,T
Ace Combat Zero: The Belkan War,PS2,2006,Simulation,Namco Bandai Games,0.15,0.12,0.2,75.0,8.4,T
Dragon Age: Origins,PC,2009,Role-Playing,Electronic Arts,0.0,0.46,0.0,91.0,8.6,M
Dynasty Warriors,PSP,2004,Action,Tecmo Koei,0.18,0.0,0.3,62.0,7.3,T
NHL 07,PS2,2006,Sports,Electronic Arts,0.42,0.02,0.0,76.0,4.6,E10+
SoulCalibur: Broken Destiny,PSP,2009,Fighting,Namco Bandai Games,0.12,0.2,0.07,80.0,6.2,T
Dishonored,PC,2012,Action,Bethesda Softworks,0.26,0.19,0.0,72.0,7.5,
Dragon Ball: Raging Blast,X360,2009,Fighting,Namco Bandai Games,0.36,0.08,0.02,56.0,7.5,T
